-0.0186877, -0.0190893, -0.0190893, -0.0190889, 
-0.0187319, -0.0190893, -0.0190893, -0.0190896, 
-0.0187312, -0.0190893, -0.0190893, -0.0190896, 
-0.0187318, -0.0190891, -0.0190893, -0.0190889, 
-0.0187319, -0.0190865, -0.0190886, -0.0190895, 
-0.0187292, -0.0190893, -0.0190891, -0.0189206, 
-0.0187319, -0.0190886, -0.0190893, -0.0190868, 
-0.0185562, -0.0190893, -0.0190784, -0.0190896, 
-0.0185553, -0.0190893, -0.0190893, -0.0190789, 
0.677533, -0.225844, -0.225844, -0.225844, 
-0.0187319, -0.0190893, -0.0190788, -0.0190896, 
-0.0187312, -0.0190787, -0.0190893, -0.0190896, 
-0.0187319, -0.0190786, -0.0190866, -0.0190896, 
-0.0187213, -0.0190893, -0.0190886, -0.0189206, 
0.773533, -0.257844, -0.257844, -0.257843, 
-0.0185552, -0.0190893, -0.0190893, -0.0190896, 
-0.0187317, -0.0190456, -0.0190893, -0.0190895, 
-0.0187319, -0.0190893, -0.0190886, -0.0190896, 
-0.0187319, -0.0190893, -0.0190783, -0.0190869, 
-0.0187319, -0.0190893, -0.0190893, -0.0190896, 
-0.0186882, -0.0190893, -0.0189127, -0.0190889, 
-0.0187319, -0.0190866, -0.0190893, -0.0190869, 
-0.0187319, -0.0190891, -0.0190893, -0.0190896, 
-0.0187292, -0.0190893, -0.0189165, -0.0189187, 
-0.0187319, -0.0190891, -0.0190893, -0.0189139, 
0.668709, -0.222844, -0.222844, -0.222844, 
-0.0187319, -0.0190784, -0.0190893, -0.0190786, 
-0.0187319, -0.0190892, -0.0189127, -0.0190896, 
-0.0187292, -0.0190893, -0.0190893, -0.0190896, 
-0.0187312, -0.0190865, -0.0190893, -0.0190461, 
-0.0187319, -0.0190886, -0.0190893, -0.0190896, 
-0.0187292, -0.0190893, -0.0190893, -0.0190786, 
-0.0187319, -0.0190461, -0.0190893, -0.0190889, 
-0.0187318, -0.0190893, -0.0190893, -0.0190896, 
-0.0187312, -0.0190891, -0.0190893, -0.0190896, 
-0.0187319, -0.0190893, -0.0190867, -0.0190896, 
-0.0186889, -0.0190893, -0.0190893, -0.0190895, 
0.751783, -0.250594, -0.250594, -0.250594, 
0.670783, -0.223594, -0.223551, -0.223594, 
-0.0187318, -0.0190893, -0.0190788, -0.0190464, 
-0.0187319, -0.0190477, -0.0190786, -0.0190896, 
-0.0187319, -0.0190893, -0.0190891, -0.0190461, 
-0.0187319, -0.0190886, -0.0190893, -0.0190889, 
-0.0187319, -0.0190893, -0.0190787, -0.0190896, 
-0.0185572, -0.0190893, -0.0190893, -0.0190895, 
-0.0187319, -0.0190865, -0.0190893, -0.0190889, 
-0.0187319, -0.0190893, -0.0190786, -0.0190896, 
-0.0187319, -0.0190783, -0.0190893, -0.018913, 
-0.0187319, -0.0190893, -0.0190886, -0.0190895, 
-0.0187319, -0.0190893, -0.0190892, -0.019079, 
-0.0187319, -0.0190886, -0.0190893, -0.0189234, 
-0.0187319, -0.0190893, -0.0190891, -0.0190896, 
0.669284, -0.223094, -0.223094, -0.222921, 
-0.0186882, -0.0190893, -0.0190891, -0.0190896, 
-0.0186892, -0.0190893, -0.0190478, -0.0190895, 
-0.0187319, -0.0190456, -0.0190893, -0.0189234, 
-0.0187319, -0.0190893, -0.0190893, -0.0190896, 
-0.0187319, -0.0190893, -0.0190893, -0.0190896, 
-0.0187319, -0.0190893, -0.0190893, -0.0190896, 
-0.0187319, -0.0190892, -0.0190893, -0.0189167, 
-0.0187319, -0.0190893, -0.0190893, -0.0190896, 
-0.0187319, -0.0189174, -0.0190893, -0.0190895, 
-0.0187319, -0.0190893, -0.0190886, -0.0190896, 
-0.0187292, -0.0190893, -0.0190893, -0.0190895, 
-0.0187319, -0.0189145, -0.0190893, -0.0190895, 
