0.057, -0.0569895, 6.29828e-010, 4.31175e-008, 
1.67832e-007, 6.29828e-010, 4.31175e-008, 4.19579e-008, 
0.125, -0.125, 1.06816e-005, 6.79495e-033, 
0.057, -0.0569999, 6.29828e-010, 4.31175e-008, 
0.0290002, -0.029, 4.31175e-008, 1.67832e-007, 
0.03, -0.03, 1.67832e-007, 6.79495e-033, 
0.058, -0.0579998, 6.29828e-010, 4.31175e-008, 
1.642, -1.681, 4.31175e-008, 4.19579e-008, 
0.125, -0.125, 1.67832e-007, 6.79495e-033, 
0.122, -0.122, 6.29828e-010, 4.31175e-008, 
1.04895e-008, 6.29828e-010, 4.31175e-008, 1.67832e-007, 
1.642, -1.642, 1.06816e-005, 6.79495e-033, 
1.03133e-008, 4.2419e-008, 6.29828e-010, 4.31175e-008, 
0.331002, -0.330999, 4.31175e-008, 1.06816e-005, 
6.29828e-010, 4.31175e-008, 1.67832e-007, 6.79495e-033, 
0.359999, -0.359996, 6.29828e-010, 4.31175e-008, 
1.67832e-007, 6.29828e-010, 4.31175e-008, 1.04895e-008, 
1.642, -1.642, 1.68774e-007, 6.79495e-033, 
0.359999, -0.359999, 6.29828e-010, 4.31175e-008, 
0.33101, -0.330999, 4.31175e-008, 1.67832e-007, 
0.330999, -0.330999, 2.6406e-006, 6.79495e-033, 
0.359999, -0.359828, 6.29828e-010, 4.31175e-008, 
1.282, -1.282, 4.31175e-008, 1.66897e-007, 
1.642, -1.642, 1.67832e-007, 6.79495e-033, 
1.642, -1.642, 4.00578e-011, 4.17287e-008, 
0.359999, -0.359999, 4.17287e-008, 2.54664e-012, 
1.642, -1.642, 2.60343e-012, 5.02228e-010, 
4.14886e-008, 2.54675e-012, 4.00578e-011, 4.17287e-008, 
0.330999, -0.330999, 4.17287e-008, 2.56085e-012, 
1.642, -1.642, 2.56085e-012, 5.02228e-010, 
4.14886e-008, 2.54675e-012, 4.00578e-011, 4.17287e-008, 
2.56085e-012, 4.00578e-011, 4.17287e-008, 2.63185e-012, 
1.642, -1.642, 2.56085e-012, 5.02228e-010, 
0.359999, -0.359999, 4.00578e-011, 4.27218e-005, 
0.359999, -0.359999, 6.86198e-007, 9.10476e-012, 
0.330999, -0.330999, 6.79495e-033, 6.60048e-007, 
0.359999, -0.359999, 4.10229e-008, 2.56085e-012, 
1.282, -1.28195, 1.45856e-019, 2.53477e-009, 
0.331, -0.330999, 2.53476e-009, 1.08006e-005, 
0.359999, -0.359999, 1.68774e-007, 6.29828e-010, 
0.359999, -0.359999, 4.00578e-011, 2.67011e-006, 
0.359999, -0.359999, 2.68501e-006, 6.30808e-010, 
0.330999, -0.330999, 5.28928e+022, 0.000168026, 
0.330999, -0.330988, 6.30809e-010, 1.45879e-019, 
1.642, 5.37748e+022, 1.05016e-005, 6.79495e-033, 
6.60048e-007, 2.56102e-012, 4.00578e-011, 4.27218e-005, 
0.330999, -0.330999, 6.86198e-007, 9.10476e-012, 
0.359999, -0.359999, 6.79495e-033, 6.60048e-007, 
0.359999, -0.359999, 4.10229e-008, 2.51805e-012, 
1.642, -1.64196, 1.45862e-019, 2.53477e-009, 
0.331, -0.330999, 2.53476e-009, 2.70015e-006, 
9.10476e-012, 6.44579e-010, 1.68774e-007, 6.29828e-010, 
1.282, -1.282, 4.00578e-011, 4.27218e-005, 
1.642, -1.642, 6.71326e-007, 1.45859e-019, 
0.359999, -0.359998, 9.10476e-012, 6.44579e-010, 
0.359999, -0.359999, 4.10229e-008, 2.53249e-012, 
1.642, -1.642, 2.54675e-012, 4.00578e-011, 
0.331042, -0.330999, 2.53477e-009, 6.86198e-007, 
0.330999, -0.330999, 1.68774e-007, 6.79495e-033, 
1.642, -1.64199, 6.29828e-010, 4.10229e-008, 
2.56091e-012, 4.00578e-011, 2.67011e-006, 1.45876e-019, 
0.330999, -0.330999, 4.9357e-031, 2.53476e-009, 
0.360002, -0.359999, 6.44579e-010, 1.05484e-008, 
0.359999, -0.359999, 2.56091e-012, 4.00578e-011, 
1.64204, -1.642, 4.00267e-011, 6.71326e-007, 
