0.15454, -0.051339, -0.0515136, -0.0515136, 
0.154541, -0.0515137, -0.0515136, -0.051513, 
0.15454, -0.0515137, -0.0515129, -0.0515136, 
-0.0371679, -0.0379002, -0.037944, -0.037944, 
-0.0372033, -0.0379323, -0.0379322, -0.0379322, 
0.15454, -0.0515137, -0.0515136, -0.0515136, 
-0.0374302, -0.0378566, -0.0378559, -0.0378566, 
0.15454, -0.0515135, -0.0515136, -0.0515136, 
-0.0371677, -0.0379441, -0.037944, -0.0379439, 
-0.0374312, -0.0378563, -0.0378124, -0.0378563, 
0.15454, -0.0515137, -0.0515136, -0.0515136, 
-0.0374305, -0.0378566, -0.0378565, -0.0378565, 
0.15454, -0.0515137, -0.0514711, -0.0515109, 
-0.0371679, -0.0377742, -0.0379414, -0.037944, 
0.154448, -0.0514155, -0.0514261, -0.0512562, 
0.154551, -0.0515137, -0.0515136, -0.0515136, 
-0.0373591, -0.0378804, -0.0378796, -0.0378803, 
0.15454, -0.051513, -0.0515136, -0.0515136, 
-0.037124, -0.0379441, -0.037944, -0.0379016, 
-0.0374324, -0.0378557, -0.0376857, -0.037845, 
0.15454, -0.0513438, -0.0515134, -0.0515136, 
-0.0372603, -0.0378566, -0.0378566, -0.0378566, 
0.15454, -0.0515137, -0.0515136, -0.0515134, 
-0.0371679, -0.0379441, -0.037944, -0.037944, 
-0.0372043, -0.0379318, -0.0379319, -0.0379319, 
0.154543, -0.0515137, -0.0515136, -0.0515136, 
-0.0374304, -0.0378566, -0.0378565, -0.0378565, 
0.15454, -0.0515137, -0.0515136, -0.0515136, 
-0.0371651, -0.0379441, -0.037944, -0.037944, 
-0.037343, -0.0378857, -0.0378856, -0.0378857, 
-0.0375361, -0.0378213, -0.0378213, -0.0378213, 
-0.0372038, -0.0379312, -0.0379311, -0.037931, 
0.15454, -0.0515137, -0.0515135, -0.0515136, 
-0.0371679, -0.0379439, -0.037944, -0.037944, 
-0.0373881, -0.0378561, -0.037856, -0.037856, 
0.15454, -0.0515137, -0.0515136, -0.0515136, 
-0.0373596, -0.0378802, -0.0378801, -0.0378802, 
0.15454, -0.051511, -0.0515136, -0.0515136, 
-0.0371679, -0.0379441, -0.037944, -0.037944, 
-0.0373416, -0.0378862, -0.0378859, -0.0378861, 
0.15454, -0.0514698, -0.0515136, -0.0515136, 
-0.0374058, -0.0378648, -0.0378647, -0.0378647, 
0.15454, -0.0515137, -0.0514697, -0.0515136, 
-0.0371679, -0.0379441, -0.037944, -0.037944, 
-0.0374211, -0.0378562, -0.0378561, -0.0378561, 
0.15454, -0.0515031, -0.0515136, -0.0515136, 
0.15454, -0.051513, -0.0515136, -0.0515136, 
0.154541, -0.0515137, -0.0515136, -0.051513, 
-0.0371679, -0.0379441, -0.0379433, -0.037944, 
0.115623, -0.0901652, -0.0902074, -0.0902076, 
0.15471, -0.0515032, -0.0515136, -0.0513437, 
-0.0374299, -0.0378567, -0.0376867, -0.0378459, 
0.15454, -0.0515137, -0.0515135, -0.0515136, 
-0.0371679, -0.0379435, -0.037944, -0.037944, 
-0.0374309, -0.0378562, -0.0378561, -0.0378555, 
0.15454, -0.0515137, -0.0514711, -0.0515129, 
-0.0374307, -0.0376865, -0.0378562, -0.0378564, 
0.15471, -0.0515135, -0.0515136, -0.0513437, 
-0.0371679, -0.0379441, -0.037944, -0.0379414, 
-0.0374316, -0.0378562, -0.0378559, -0.0378561, 
0.15454, -0.0515135, -0.0515136, -0.0515136, 
-0.03743, -0.0378567, -0.0378566, -0.0378457, 
0.15454, -0.0515137, -0.0515136, -0.0515136, 
-0.0371679, -0.0379002, -0.037944, -0.037944, 
-0.0374334, -0.0378556, -0.0378555, -0.0378131, 
